r,l,t
0.28,32,36.395807
0.3,22,36.422874
0.28,32,36.466969
0.28,32,36.512146
0.31,20,36.547481
0.28,32,36.606289
0.24,14,36.626018
0.28,32,36.669826
0.28,32,36.725893
0.3,20,36.764966
0.31,32,36.829668
0.27,32,36.891683
0.28,32,36.946196
0.28,32,37.003201
0.28,32,37.077434
0.28,32,37.131746
0.28,32,37.193152
0.28,32,37.251293
0.28,32,37.305899
0.31,32,37.355346
0.16,32,37.40055
0.28,32,37.450879
0.28,32,37.493054
0.28,32,37.539148
0.26,32,37.592851
0.28,32,37.634391
0.26,32,37.697947
0.28,32,37.758895
0.28,32,37.813278
0.28,32,37.870479
0.28,32,37.922059
0.28,32,37.981686
0.28,32,38.04216
0.28,32,38.094873
0.28,32,38.151408
0.28,32,38.209989
0.28,32,38.265745
0.28,32,38.325392
0.26,32,38.377707
0.28,32,38.439622
0.28,32,38.483135
0.28,32,38.530888
0.28,32,38.579378
0.31,14,38.603755
0.28,32,38.649946
0.3,30,38.689215
0.3,26,38.728062
0.28,32,38.772638
0.28,32,38.815856
0.28,32,38.870489
0.28,32,38.91474
0.3,32,38.956858
0.28,32,39.006465
0.28,32,39.063334
0.28,32,39.116248
0.28,32,39.160931
0.31,32,39.204865
0.28,32,39.253321
0.28,32,39.302689
0.3,30,39.357416
0.3,22,39.397184
0.3,18,39.424982
0.28,32,39.478895
0.28,32,39.53137
0.28,32,39.580884
0.31,32,39.636253
0.28,32,39.681928
0.31,32,39.728852
0.28,32,39.776174
0.28,32,39.819493
0.28,32,39.872335
0.26,32,39.917921
0.29,32,39.965259
0.31,32,40.008792
0.31,32,40.054205
0.28,32,40.099262
0.3,18,40.123345
0.28,32,40.169154
0.11,32,40.225983
0.31,32,40.27005
0.31,32,40.314919
0.28,32,40.355649
0.28,32,40.403204
0.28,32,40.444241
0.28,32,40.489731
0.28,32,40.532897
0.31,26,40.568912
0.28,32,40.623927
0.28,32,40.682169
0.28,32,40.735394
0.28,32,40.790226
0.28,32,40.83789
0.28,32,40.883673
0.28,32,40.924164
0.3,22,40.952661
0.28,32,40.99913
0.3,14,41.019558
0.28,32,41.070117
0.28,32,41.111142
0.28,32,41.155606
0.3,26,41.189406
0.28,32,41.234136
0.31,32,41.282701
0.28,32,41.336472
0.28,32,41.381949
0.28,32,41.423297
