r,l,t
0.31,22,5.443952
0.33,22,5.453456
0.4,18,5.461565
2.93,20,5.47057
0.32,22,5.480223
0.31,20,5.488874
0.33,24,5.499186
0.19,32,5.514157
2.87,22,5.523804
0.37,28,5.536383
0.29,22,5.546166
0.39,32,5.560586
0.37,16,5.567729
0.47,24,5.578141
0.28,32,5.592621
2.88,22,5.60209
0.34,18,5.610028
0.43,20,5.620297
0.39,28,5.631983
0.37,28,5.643992
0.38,22,5.653389
0.35,24,5.664159
0.35,22,5.673523
2.79,12,5.683906
0.34,28,5.696499
0.31,24,5.706886
0.37,22,5.71897
0.37,30,5.73839
2.94,24,5.748818
0.32,22,5.758294
0.3,32,5.77279
0.35,28,6.45153
0.29,32,6.466084
0.42,22,6.475864
2.86,26,6.486842
2.75,12,6.492098
2.86,16,6.499015
0.39,20,6.507623
2.88,22,6.51718
0.26,32,6.531452
2.83,14,6.538482
0.49,24,6.548858
2.87,18,6.560683
0.4,22,6.570836
0.39,24,6.581178
2.88,14,6.587486
0.35,18,6.595483
0.43,32,6.610807
0.34,30,6.623449
2.86,20,6.632068
0.35,18,6.639829
0.33,20,6.648499
0.27,24,6.658988
0.37,32,6.676369
0.38,20,6.68508
0.35,32,6.699025
0.33,26,6.710052
0.4,24,6.720171
0.32,28,6.73203
2.83,24,6.747503
2.74,14,6.754611
2.78,12,6.760008
0.33,32,6.774004
0.36,32,6.787651
2.9,28,6.799499
2.81,18,6.822412
0.34,24,6.833086
0.19,32,6.847168
0.3,32,6.861441
0.28,32,6.876966
0.41,26,6.890355
0.38,30,6.903081
0.42,24,6.914787
2.89,20,6.923655
2.82,18,6.931425
0.34,32,6.946571
2.91,18,6.954329
0.39,32,6.968111
0.38,32,6.982322
0.42,20,6.991
0.36,32,7.005254
0.36,20,7.013851
0.3,28,7.025458
0.29,28,7.036885
2.85,20,7.045402
0.51,28,7.057069
2.82,22,7.066174
2.74,10,7.070626
2.86,20,7.079109
0.32,24,7.091621
0.34,28,7.103416
0.37,26,7.114523
0.4,30,7.127114
0.28,18,7.134791
0.39,22,7.14415
2.85,20,7.155472
0.26,32,7.170382
0.36,26,7.18131
0.37,32,7.195131
0.19,32,7.208894
0.35,32,7.223184
0.25,16,7.230075
0.37,16,7.238098
0.44,28,7.249986
2.79,14,7.25611
2.87,16,7.2633
0.29,24,7.286963
0.38,28,7.298838
2.85,20,7.307349
0.38,28,7.319403
0.43,27,7.330831
0.34,24,7.341143
0.38,24,7.351431
0.29,20,7.360865
0.37,20,7.371584
0.32,30,7.386046
0.36,32,8.069778
2.82,28,8.082338
0.33,32,8.096616
2.78,12,8.102064
0.36,26,8.11343
0.33,24,8.12375
0.37,16,8.13099
2.84,18,8.138774
0.28,26,8.149858
0.38,24,8.160399
0.38,24,8.170753
0.38,22,8.180479
0.36,32,8.194631
0.34,24,8.210359
0.3,32,8.230045
2.76,16,8.237164
2.83,20,8.24577
2.79,10,8.25026
0.3,28,8.262106
0.38,22,8.27444
2.79,20,8.283564
0.33,32,8.297989
0.3,22,8.307528
2.88,26,8.318622
0.43,30,8.332895
0.43,28,8.345817
0.41,28,8.358616
0.47,30,8.376633
0.42,24,8.386979
0.32,30,8.399715
2.82,16,8.406748
0.28,26,8.42283
0.35,32,8.436944
0.31,20,8.445626
0.4,32,8.459675
2.8,22,8.469133
0.32,28,8.480727
0.28,28,8.492388
0.32,32,8.509717
0.39,26,8.520635
2.76,12,8.52598
2.78,16,8.532847
0.43,24,8.544249
0.32,32,8.558177
2.81,28,8.569979
2.87,20,8.578687
2.83,12,8.583891
0.33,20,8.592481
0.39,28,8.604166
2.78,16,8.611049
2.85,22,8.62042
2.74,16,8.627302
0.38,28,8.638829
0.29,24,8.648901
0.35,24,8.659051
0.34,18,8.666851
0.36,32,8.680712
0.32,22,8.690475
2.82,14,8.696458
2.85,26,8.707239
2.82,24,8.720577
0.26,32,8.734866
0.38,18,8.742727
2.77,16,8.749637
0.25,32,8.763651
0.39,20,8.776618
0.3,32,8.793002
0.35,32,8.807259
0.33,32,8.823512
0.35,24,8.833663
0.41,18,8.841314
2.89,14,8.84739
0.4,28,8.859268
2.83,24,8.87445
0.31,22,8.885484
0.3,30,8.903652
0.37,32,8.91819
0.41,32,8.932204
0.34,32,8.95088
0.33,22,8.96101
2.78,14,8.969662
0.4,20,8.979231
0.42,18,8.98702
2.83,22,8.996495
0.38,32,9.674995
0.25,32,9.68918
0.39,22,9.698582
0.32,22,9.708335
0.33,18,9.716137
0.34,32,9.730072
0.37,32,9.744171
0.38,24,9.75437
2.8,16,9.761099
0.35,26,9.771903
0.45,26,9.78419
2.79,26,9.799992
0.35,30,9.814746
2.81,24,9.824832
2.79,12,9.830012
2.91,24,9.839986
0.38,32,9.853518
0.32,24,9.864402
0.37,18,9.873408
0.32,32,9.89298
0.27,26,9.905729
0.3,32,9.921361
0.32,32,9.936532
0.31,22,9.946645
2.89,26,9.957794
0.29,20,9.966264
2.8,30,9.978583
2.75,14,9.98589
0.44,24,9.997024
2.79,14,10.01724
0.39,28,10.029336
0.3,20,10.038104
0.23,32,10.05251
0.36,32,10.066691
0.35,26,10.078054
