#{"t_start": 1663583808.4078963, "env_id": "GridRoadEnv-v0"}
r,l,t
2.79,49,0.342146
3.83,49,0.36475
0.51,49,0.38635
3.14,49,0.431485
2.52,49,0.471531
5.7,49,0.529153
-0.35,49,0.58282
1.39,49,0.626202
5.97,49,0.662998
2.0,49,0.707127
2.83,49,0.751644
5.36,49,0.793752
1.55,49,0.832924
-1.94,49,0.877046
1.25,49,0.913638
-1.19,49,0.946259
3.16,49,0.9951
0.8,49,1.056133
3.89,49,1.100121
0.28,49,1.158879
3.08,49,1.270417
1.25,49,1.32172
3.39,49,1.415173
1.8,49,1.511332
2.42,49,1.57545
1.62,49,1.613241
-0.2,49,1.646355
1.06,49,1.684676
-1.0,49,1.720777
0.75,49,1.755205
3.73,49,1.816476
1.62,49,1.849973
4.18,49,1.961957
1.7,49,2.046209
3.75,49,2.165756
2.57,49,2.202166
4.1,49,2.26687
0.29,49,2.309367
3.36,49,2.348384
2.9,49,2.395164
4.88,49,2.436265
4.7,49,3.991671
1.18,49,4.027808
3.88,49,4.060718
4.6,49,4.094155
3.1,49,4.125472
4.02,49,4.173983
1.24,49,4.218765
-0.71,49,4.249978
4.88,49,4.292216
4.34,49,4.346479
4.23,49,4.43002
3.87,49,4.48013
1.92,49,4.510724
2.25,49,4.550496
1.12,49,4.593732
3.57,49,4.62918
-0.2,49,4.668015
3.74,49,4.714103
3.65,49,4.759635
6.01,49,4.804851
2.25,49,4.857476
2.21,49,4.894541
4.68,49,4.930287
4.51,49,4.999008
3.7,49,5.038541
2.99,49,5.102189
1.5,49,5.175948
1.76,49,5.208673
1.06,49,5.239651
3.2,49,5.280528
2.25,49,5.320711
1.98,49,5.352083
2.92,49,5.395429
4.85,49,5.42628
1.3,49,5.463948
1.69,49,5.529857
3.61,49,5.560088
1.78,49,5.59556
3.72,49,5.640646
5.82,49,5.673014
5.34,49,5.728093
4.22,49,5.766622
4.97,49,7.17553
4.36,49,7.211848
1.64,49,7.248966
2.13,49,7.283085
1.2,49,7.315691
4.62,49,7.348184
5.53,49,7.386589
2.76,49,7.43263
4.04,49,7.466001
4.23,49,7.499859
4.16,49,7.533817
3.15,49,7.565431
3.21,49,7.603059
5.92,49,7.636017
4.69,49,7.670715
5.36,49,7.701855
6.13,49,7.733113
4.86,49,7.763192
3.67,49,7.799169
4.42,49,7.85652
1.1,49,7.885114
5.98,49,7.915603
2.27,49,7.977
4.94,49,8.049891
2.65,49,8.133197
4.93,49,8.179006
0.25,49,8.25611
3.41,49,8.325493
3.47,49,8.357454
4.48,49,8.41303
4.8,49,8.487673
6.63,49,8.52705
3.53,49,8.581845
1.73,49,8.634856
3.66,49,8.678514
3.62,49,8.711787
5.18,49,8.793267
4.33,49,8.829733
5.37,49,8.930693
2.37,49,9.002107
3.06,49,9.033622
2.2,49,9.088428
6.42,49,10.409728
3.76,49,10.44033
2.36,49,10.47262
4.12,49,10.498039
2.92,49,10.519767
3.43,49,10.540564
5.97,49,10.561214
4.77,49,10.582131
4.72,49,10.603838
3.88,49,10.628819
5.13,49,10.650119
1.52,49,10.672044
5.0,49,10.693676
3.56,49,10.71553
5.11,49,10.740309
4.31,49,10.761982
2.03,49,10.786019
6.61,49,10.820546
3.75,49,10.845819
3.74,49,10.867526
5.97,49,10.889207
1.49,49,10.911186
1.36,49,10.932915
3.09,49,10.954597
3.83,49,10.97629
2.7,49,10.998014
4.59,49,11.023266
5.87,49,11.046761
3.47,49,11.071709
-0.2,49,11.092732
2.84,49,11.113774
3.86,49,11.13518
4.68,49,11.156301
2.39,49,11.177681
2.05,49,11.19896
3.66,49,11.220298
3.55,49,11.241444
3.4,49,11.266952
2.81,49,11.302628
3.08,49,11.323988
2.66,49,11.348501
4.31,49,11.370512
3.38,49,12.086139
0.97,49,12.107747
2.78,49,12.128732
3.95,49,12.149648
2.9,49,12.17126
4.01,49,12.193087
6.11,49,12.214441
4.18,49,12.235954
2.17,49,12.257217
1.07,49,12.27858
3.19,49,12.303533
5.1,49,12.325307
2.51,49,12.346637
2.86,49,12.368967
2.63,49,12.390465
3.81,49,12.411655
3.65,49,12.446928
1.94,49,12.469501
4.39,49,12.492886
4.18,49,12.525974
2.28,49,12.55082
4.96,49,12.572176
4.14,49,12.670107
3.57,49,12.766976
4.25,49,12.869839
2.87,49,12.898543
4.47,49,12.928302
4.62,49,12.973359
7.21,49,12.994608
4.48,49,13.015677
3.9,49,13.038694
4.74,49,13.059371
2.02,49,13.080747
3.62,49,13.106455
5.09,49,13.127649
6.15,49,13.149735
1.16,49,13.171649
3.4,49,13.210123
3.17,49,13.230896
2.95,49,13.251814
2.44,49,13.272822
2.98,49,14.219537
6.79,49,14.241507
4.07,49,14.263542
3.24,49,14.284159
6.87,49,14.305073
4.73,49,14.326198
3.15,49,14.348313
1.32,49,14.372373
4.12,49,14.393536
3.94,49,14.414496
5.24,49,14.439058
5.8,49,14.461033
5.58,49,14.482215
3.95,49,14.511546
4.28,49,14.582025
1.98,49,14.645199
3.6,49,14.7727
2.96,49,14.834651
2.67,49,14.891527
1.58,49,14.913096
3.81,49,14.938197
3.72,49,14.959332
4.03,49,14.980823
3.88,49,15.001681
0.2,49,15.022877
3.99,49,15.044093
4.18,49,15.065226
4.48,49,15.087293
2.87,49,15.111891
5.66,49,15.133134
5.14,49,15.154699
-0.54,49,15.176691
2.01,49,15.198309
4.0,49,15.220121
3.92,49,15.241612
4.67,49,15.265908
3.76,49,15.292584
3.33,49,15.315197
5.14,49,15.338948
5.75,49,15.360504
5.21,49,15.382745
4.87,49,15.404179
5.47,49,16.143346
4.7,49,16.166528
5.08,49,16.187932
4.76,49,16.209486
4.64,49,16.231013
5.88,49,16.252546
3.08,49,16.275982
3.56,49,16.297262
4.32,49,16.318548
3.86,49,16.339894
5.38,49,16.365527
4.24,49,16.392679
4.02,49,16.414169
